Country,Year,Series,Value
Argentina,2015,Changes in stocks (petajoules),-12
Argentina,1990,Total supply (petajoules),1928
Argentina,1995,Total supply (petajoules),2194
Argentina,2000,Total supply (petajoules),2556
Argentina,2005,Total supply (petajoules),2919
Argentina,2010,Total supply (petajoules),3307
Argentina,2013,Total supply (petajoules),3379
Argentina,2014,Total supply (petajoules),3519
Argentina,2015,Total supply (petajoules),3610
Argentina,1990,Supply per capita (gigajoules),59
Argentina,1995,Supply per capita (gigajoules),63
Argentina,2000,Supply per capita (gigajoules),69
Argentina,2005,Supply per capita (gigajoules),75
Argentina,2010,Supply per capita (gigajoules),80
Argentina,2013,Supply per capita (gigajoules),79
Argentina,2014,Supply per capita (gigajoules),82
Argentina,2015,Supply per capita (gigajoules),83
Armenia,1995,Primary energy production (petajoules),10
Armenia,2000,Primary energy production (petajoules),27
Armenia,2005,Primary energy production (petajoules),36
Armenia,2010,Primary energy production (petajoules),52
Armenia,2013,Primary energy production (petajoules),47
Armenia,2014,Primary energy production (petajoules),50
Armenia,2015,Primary energy production (petajoules),46
Armenia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),59
Armenia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),57
Armenia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),69
Armenia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),70
Armenia,2013,Net imports [Imports - Exports - Bunkers] (petajoules),90
Armenia,2014,Net imports [Imports - Exports - Bunkers] (petajoules),91
Armenia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),84
Armenia,2010,Changes in stocks (petajoules),3
Armenia,2015,Changes in stocks (petajoules),1
Armenia,1995,Total supply (petajoules),68
Armenia,2000,Total supply (petajoules),84
Armenia,2005,Total supply (petajoules),105
Armenia,2010,Total supply (petajoules),119
Armenia,2013,Total supply (petajoules),138
Armenia,2014,Total supply (petajoules),141
Armenia,2015,Total supply (petajoules),129
Armenia,1995,Supply per capita (gigajoules),21
Armenia,2000,Supply per capita (gigajoules),27
Armenia,2005,Supply per capita (gigajoules),34
Armenia,2010,Supply per capita (gigajoules),40
Armenia,2013,Supply per capita (gigajoules),46
Armenia,2014,Supply per capita (gigajoules),47
Armenia,2015,Supply per capita (gigajoules),43
Aruba,1990,Primary energy production (petajoules),0
Aruba,1995,Primary energy production (petajoules),0
Aruba,2000,Primary energy production (petajoules),5
Aruba,2005,Primary energy production (petajoules),5
Aruba,2010,Primary energy production (petajoules),5
Aruba,2013,Primary energy production (petajoules),1
Aruba,2014,Primary energy production (petajoules),1
Aruba,2015,Primary energy production (petajoules),1
Aruba,1990,Net imports [Imports - Exports - Bunkers] (petajoules),7
Aruba,1995,Net imports [Imports - Exports - Bunkers] (petajoules),10
Aruba,2000,Net imports [Imports - Exports - Bunkers] (petajoules),21
Aruba,2005,Net imports [Imports - Exports - Bunkers] (petajoules),26
Aruba,2010,Net imports [Imports - Exports - Bunkers] (petajoules),23
Aruba,2013,Net imports [Imports - Exports - Bunkers] (petajoules),12
Aruba,2014,Net imports [Imports - Exports - Bunkers] (petajoules),12
Aruba,2015,Net imports [Imports - Exports - Bunkers] (petajoules),12
Aruba,1990,Changes in stocks (petajoules),0
Aruba,1990,Total supply (petajoules),7
Aruba,1995,Total supply (petajoules),10
Aruba,2000,Total supply (petajoules),26
Aruba,2005,Total supply (petajoules),30
Aruba,2010,Total supply (petajoules),28
Aruba,2013,Total supply (petajoules),12
Aruba,2014,Total supply (petajoules),12
Aruba,2015,Total supply (petajoules),13
Aruba,1990,Supply per capita (gigajoules),108
Aruba,1995,Supply per capita (gigajoules),121
Aruba,2000,Supply per capita (gigajoules),284
Aruba,2005,Supply per capita (gigajoules),299
Aruba,2010,Supply per capita (gigajoules),273
Aruba,2013,Supply per capita (gigajoules),119
Aruba,2014,Supply per capita (gigajoules),120
Aruba,2015,Supply per capita (gigajoules),123
Australia,1990,Primary energy production (petajoules),6547
Australia,1995,Primary energy production (petajoules),7784
Australia,2000,Primary energy production (petajoules),9731
Australia,2005,Primary energy production (petajoules),11451
Australia,2010,Primary energy production (petajoules),13620
Australia,2013,Primary energy production (petajoules),14429
Australia,2014,Primary energy production (petajoules),15282
Australia,2015,Primary energy production (petajoules),15938
Australia,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-2694
Australia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-3752
Australia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-5412
Australia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-6717
Australia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-7924
Australia,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-8952
Australia,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-9981
Australia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-10595
Australia,1990,Changes in stocks (petajoules),203
Australia,1995,Changes in stocks (petajoules),104
Australia,2000,Changes in stocks (petajoules),-221
Australia,2005,Changes in stocks (petajoules),-28
Australia,2010,Changes in stocks (petajoules),264
Australia,2013,Changes in stocks (petajoules),145
Australia,2014,Changes in stocks (petajoules),49
Australia,2015,Changes in stocks (petajoules),81
Australia,1990,Total supply (petajoules),3650
Australia,1995,Total supply (petajoules),3928
Australia,2000,Total supply (petajoules),4540
Australia,2005,Total supply (petajoules),4762
Australia,2010,Total supply (petajoules),5431
Australia,2013,Total supply (petajoules),5333
Australia,2014,Total supply (petajoules),5252
Australia,2015,Total supply (petajoules),5261
Australia,1990,Supply per capita (gigajoules),213
Australia,1995,Supply per capita (gigajoules),217
Australia,2000,Supply per capita (gigajoules),237
Australia,2005,Supply per capita (gigajoules),233
Australia,2010,Supply per capita (gigajoules),245
Australia,2013,Supply per capita (gigajoules),229
Australia,2014,Supply per capita (gigajoules),222
Australia,2015,Supply per capita (gigajoules),220
Austria,1990,Primary energy production (petajoules),340
Austria,1995,Primary energy production (petajoules),367
Austria,2000,Primary energy production (petajoules),410
Austria,2005,Primary energy production (petajoules),414
Austria,2010,Primary energy production (petajoules),503
Austria,2013,Primary energy production (petajoules),508
Austria,2014,Primary energy production (petajoules),507
Austria,2015,Primary energy production (petajoules),500
Austria,1990,Net imports [Imports - Exports - Bunkers] (petajoules),712
Austria,1995,Net imports [Imports - Exports - Bunkers] (petajoules),737
Austria,2000,Net imports [Imports - Exports - Bunkers] (petajoules),777
Austria,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1003
Austria,2010,Net imports [Imports - Exports - Bunkers] (petajoules),885
Austria,2013,Net imports [Imports - Exports - Bunkers] (petajoules),854
Austria,2014,Net imports [Imports - Exports - Bunkers] (petajoules),880
Austria,2015,Net imports [Imports - Exports - Bunkers] (petajoules),826
Austria,1990,Changes in stocks (petajoules),14
Austria,1995,Changes in stocks (petajoules),-14
Austria,2000,Changes in stocks (petajoules),-10
Austria,2005,Changes in stocks (petajoules),0
Austria,2010,Changes in stocks (petajoules),-38
Austria,2013,Changes in stocks (petajoules),-29
Austria,2014,Changes in stocks (petajoules),39
Austria,2015,Changes in stocks (petajoules),-48
Austria,1990,Total supply (petajoules),1038
Austria,1995,Total supply (petajoules),1119
Austria,2000,Total supply (petajoules),1197
Austria,2005,Total supply (petajoules),1416
Austria,2010,Total supply (petajoules),1427
Austria,2013,Total supply (petajoules),1391
Austria,2014,Total supply (petajoules),1348
Austria,2015,Total supply (petajoules),1374
Austria,1990,Supply per capita (gigajoules),135
Austria,1995,Supply per capita (gigajoules),141
Austria,2000,Supply per capita (gigajoules),150
Austria,2005,Supply per capita (gigajoules),172
Austria,2010,Supply per capita (gigajoules),170
Austria,2013,Supply per capita (gigajoules),164
Austria,2014,Supply per capita (gigajoules),158
Austria,2015,Supply per capita (gigajoules),161
Azerbaijan,1995,Primary energy production (petajoules),628
Azerbaijan,2000,Primary energy production (petajoules),803
Azerbaijan,2005,Primary energy production (petajoules),1155
Azerbaijan,2010,Primary energy production (petajoules),2759
Azerbaijan,2013,Primary energy production (petajoules),2502
Azerbaijan,2014,Primary energy production (petajoules),2475
Azerbaijan,2015,Primary energy production (petajoules),2472
Azerbaijan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-91
Azerbaijan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-319
Azerbaijan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-547
Azerbaijan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-2239
Azerbaijan,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-1922
Azerbaijan,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-1899
Azerbaijan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-1891
Azerbaijan,1995,Changes in stocks (petajoules),0
Azerbaijan,2000,Changes in stocks (petajoules),-2
Azerbaijan,2005,Changes in stocks (petajoules),35
Azerbaijan,2010,Changes in stocks (petajoules),34
Azerbaijan,2013,Changes in stocks (petajoules),11
Azerbaijan,2014,Changes in stocks (petajoules),-9
Azerbaijan,2015,Changes in stocks (petajoules),-22
Azerbaijan,1995,Total supply (petajoules),536
Azerbaijan,2000,Total supply (petajoules),485
Azerbaijan,2005,Total supply (petajoules),573
Azerbaijan,2010,Total supply (petajoules),486
Azerbaijan,2013,Total supply (petajoules),569
Azerbaijan,2014,Total supply (petajoules),585
Azerbaijan,2015,Total supply (petajoules),603
Azerbaijan,1995,Supply per capita (gigajoules),69
Azerbaijan,2000,Supply per capita (gigajoules),60
Azerbaijan,2005,Supply per capita (gigajoules),67
Azerbaijan,2010,Supply per capita (gigajoules),53
Azerbaijan,2013,Supply per capita (gigajoules),60
Azerbaijan,2014,Supply per capita (gigajoules),61
Azerbaijan,2015,Supply per capita (gigajoules),62
Bahamas,2005,Primary energy production (petajoules),0
Bahamas,2010,Primary energy production (petajoules),0
Bahamas,2013,Primary energy production (petajoules),0
Bahamas,2014,Primary energy production (petajoules),0
Bahamas,2015,Primary energy production (petajoules),0
Bahamas,1990,Net imports [Imports - Exports - Bunkers] (petajoules),35
Bahamas,1995,Net imports [Imports - Exports - Bunkers] (petajoules),22
Bahamas,2000,Net imports [Imports - Exports - Bunkers] (petajoules),26
Bahamas,2005,Net imports [Imports - Exports - Bunkers] (petajoules),27
Bahamas,2010,Net imports [Imports - Exports - Bunkers] (petajoules),34
Bahamas,2013,Net imports [Imports - Exports - Bunkers] (petajoules),45
Bahamas,2014,Net imports [Imports - Exports - Bunkers] (petajoules),30
Bahamas,2015,Net imports [Imports - Exports - Bunkers] (petajoules),29
Bahamas,1990,Changes in stocks (petajoules),9
Bahamas,1995,Changes in stocks (petajoules),-1
Bahamas,2000,Changes in stocks (petajoules),-1
Bahamas,2005,Changes in stocks (petajoules),0
Bahamas,2013,Changes in stocks (petajoules),4
Bahamas,2014,Changes in stocks (petajoules),-4
Bahamas,2015,Changes in stocks (petajoules),-5
Bahamas,1990,Total supply (petajoules),26
Bahamas,1995,Total supply (petajoules),24
Bahamas,2000,Total supply (petajoules),27
Bahamas,2005,Total supply (petajoules),26
Bahamas,2010,Total supply (petajoules),35
Bahamas,2013,Total supply (petajoules),41
Bahamas,2014,Total supply (petajoules),34
Bahamas,2015,Total supply (petajoules),34
Bahamas,1990,Supply per capita (gigajoules),100
Bahamas,1995,Supply per capita (gigajoules),86
Bahamas,2000,Supply per capita (gigajoules),91
Bahamas,2005,Supply per capita (gigajoules),83
Bahamas,2010,Supply per capita (gigajoules),96
Bahamas,2013,Supply per capita (gigajoules),109
Bahamas,2014,Supply per capita (gigajoules),89
Bahamas,2015,Supply per capita (gigajoules),87
Bahrain,1990,Primary energy production (petajoules),294
Bahrain,1995,Primary energy production (petajoules),341
Bahrain,2000,Primary energy production (petajoules),706
Bahrain,2005,Primary energy production (petajoules),672
Bahrain,2010,Primary energy production (petajoules),849
Bahrain,2013,Primary energy production (petajoules),911
Bahrain,2014,Primary energy production (petajoules),961
Bahrain,2015,Primary energy production (petajoules),957
Bahrain,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-87
Bahrain,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-94
